name,trademark,brand,time_up,price,year_product,style,status,origin,KM,local,box_car,fuel
Mitsubishi Mirage  2015,Mitsubishi,Mirage,3/11/2021,290000000,2015,Hatchback,Đã qua sử dụng,Nhập khẩu,80000,Hà Nội,Số tự động,Xăng
Mitsubishi Mirage    2019,Mitsubishi,Mirage,26/10/2021,375000000,2019,Hatchback,Đã qua sử dụng,Nhập khẩu,39000,Tp.HCM,Số tự động,Xăng
Mitsubishi Mirage  2014,Mitsubishi,Mirage,26/10/2021,200000000,2014,Hatchback,Đã qua sử dụng,Nhập khẩu,75000,Tp.HCM,Số tay,Xăng
Mitsubishi Mirage  2014,Mitsubishi,Mirage,21/10/2021,288000000,2014,Hatchback,Đã qua sử dụng,Nhập khẩu,80000,Tp.HCM,Số tự động,Xăng
Mitsubishi Mirage   1.2 MT   2016,Mitsubishi,Mirage,21/10/2021,229000000,2016,Hatchback,Đã qua sử dụng,Nhập khẩu,60000,Tp.HCM,Số tay,Xăng
Mitsubishi Mirage  2014,Mitsubishi,Mirage,14/10/2021,275000000,2014,Hatchback,Đã qua sử dụng,Nhập khẩu,52000,Vĩnh Phúc,Số tự động,Xăng
Mitsubishi Mirage  2016,Mitsubishi,Mirage,11/10/2021,315000000,2016,Hatchback,Đã qua sử dụng,Nhập khẩu,70000,Hà Nội,Số tự động,Xăng
Mitsubishi Mirage  2018,Mitsubishi,Mirage,6/10/2021,250000000,2018,Hatchback,Đã qua sử dụng,Nhập khẩu,60000,Đà Nẵng,Số tay,Xăng
Mitsubishi Mirage   2018,Mitsubishi,Mirage,5/10/2021,250000000,2018,Hatchback,Đã qua sử dụng,Nhập khẩu,40000,Bình Dương,Số tay,Xăng
Mitsubishi Mirage  2018,Mitsubishi,Mirage,5/10/2021,340000000,2018,Hatchback,Đã qua sử dụng,Nhập khẩu,50000,Hà Nội,Số tự động,Xăng
Mitsubishi Mirage   1.2CVT    2017,Mitsubishi,Mirage,5/10/2021,310000000,2017,Hatchback,Đã qua sử dụng,Nhập khẩu,40000,Hải Phòng,Số tự động,Xăng
Mitsubishi Mirage    2015,Mitsubishi,Mirage,4/12/2021,198000000,2015,Hatchback,Đã qua sử dụng,Nhập khẩu,214000,Tp.HCM,Số tay,Xăng
Mitsubishi Mirage   1.2 MT   2018,Mitsubishi,Mirage,4/12/2021,250000000,2018,Hatchback,Đã qua sử dụng,Nhập khẩu,65000,Đà Nẵng,Số tay,Xăng
Mitsubishi Mirage   1.2 AT  2018,Mitsubishi,Mirage,2/12/2021,317000000,2018,Hatchback,Đã qua sử dụng,Nhập khẩu,60000,Thái Nguyên,Số tự động,Xăng
Mitsubishi Mirage   1.2 CVT Eco  2018,Mitsubishi,Mirage,2/11/2021,365000000,2018,Hatchback,Đã qua sử dụng,Nhập khẩu,25000,Hà Nội,Số tự động,Xăng
Mitsubishi Mirage   1.2 AT  2014,Mitsubishi,Mirage,26/10/2021,250000000,2014,Hatchback,Đã qua sử dụng,Nhập khẩu,80000,Hà Nội,Số tự động,Xăng
Mitsubishi Mirage   1.2 AT  2013,Mitsubishi,Mirage,15/10/2021,265000000,2013,Hatchback,Đã qua sử dụng,Nhập khẩu,70000,Hà Nội,Số tự động,Xăng
Mitsubishi Mirage   1.2  2015,Mitsubishi,Mirage,13/10/2021,220000000,2015,Hatchback,Đã qua sử dụng,Nhập khẩu,92348,Tiền Giang,Số tay,Xăng
Mitsubishi Lancer     2007,Mitsubishi,Lancer,4/12/2021,230000000,2007,Sedan,Đã qua sử dụng,Trong nước,170000,Tp.HCM,Số tự động,Xăng
Mitsubishi Lancer   1.6 CVT 2004,Mitsubishi,Lancer,22/11/2021,200000000,2004,Sedan,Đã qua sử dụng,Nhập khẩu,163000,Đồng Nai,Số tự động,Xăng
Mitsubishi Lancer  2005,Mitsubishi,Lancer,29/11/2021,225000000,2005,Sedan,Đã qua sử dụng,Trong nước,13000,Hưng Yên,Số tự động,Xăng
Mitsubishi Lancer Gala 2003,Mitsubishi,Lancer,4/12/2021,195000000,2003,Sedan,Đã qua sử dụng,Trong nước,153000,Nam Định,Số tự động,Xăng
Mitsubishi Lancer  2000,Mitsubishi,Lancer,3/12/2021,105000000,2000,Sedan,Đã qua sử dụng,Nhập khẩu,150000,Hà Nội,Số tay,Xăng
Mitsubishi Lancer  2004,Mitsubishi,Lancer,1/12/2021,193000000,2004,Sedan,Đã qua sử dụng,Trong nước,98645,Tp.HCM,Số tự động,Xăng
Mitsubishi Lancer  2003,Mitsubishi,Lancer,30/11/2021,195000000,2003,Sedan,Đã qua sử dụng,Trong nước,153000,Nam Định,Số tự động,Xăng
Mitsubishi Lancer  2000,Mitsubishi,Lancer,30/11/2021,180000000,2000,Sedan,Đã qua sử dụng,Nhập khẩu,123000,Tp.HCM,Số tay,Xăng
Mitsubishi Lancer  2005,Mitsubishi,Lancer,25/11/2021,189000000,2005,Sedan,Đã qua sử dụng,Trong nước,9000,Hà Nội,Số tự động,Xăng
Mitsubishi Lancer  2004,Mitsubishi,Lancer,22/11/2021,196000000,2004,Sedan,Đã qua sử dụng,Trong nước,145000,Tp.HCM,Số tự động,Xăng
Mitsubishi Lancer   GLXI 1.6 MT 2003,Mitsubishi,Lancer,18/11/2021,110000000,2003,Sedan,Đã qua sử dụng,Trong nước,215314,Hà Nội,Số tay,Xăng
Mitsubishi Lancer   GTX  2005,Mitsubishi,Lancer,17/11/2021,165000000,2005,Sedan,Đã qua sử dụng,Nhập khẩu,237168,Hà Nội,Số tự động,Xăng
Mitsubishi Lancer  1997,Mitsubishi,Lancer,15/11/2021,79000000,1997,Sedan,Đã qua sử dụng,Nhập khẩu,100000,Đồng Nai,Số tay,Xăng
Mitsubishi Lancer  2003,Mitsubishi,Lancer,15/11/2021,175000000,2003,Sedan,Đã qua sử dụng,Trong nước,103000,Bình Dương,Số tự động,Xăng
Mitsubishi Lancer  2004,Mitsubishi,Lancer,11/11/2021,168000000,2004,Sedan,Đã qua sử dụng,Trong nước,110000,Bến Tre,Số tự động,Xăng
Mitsubishi Lancer  2003,Mitsubishi,Lancer,5/11/2021,105000000,2003,Sedan,Đã qua sử dụng,Trong nước,112250,Bình Dương,Số tay,Xăng
Mitsubishi Lancer  2004,Mitsubishi,Lancer,3/11/2021,188000000,2004,Sedan,Đã qua sử dụng,Trong nước,100000,Bình Dương,Số tự động,Xăng
Mitsubishi Lancer  2007,Mitsubishi,Lancer,27/10/2021,270000000,2007,Sedan,Đã qua sử dụng,Nhập khẩu,172000,Tp.HCM,Số tự động,Xăng
Mitsubishi Lancer  2004,Mitsubishi,Lancer,19/10/2021,178000000,2004,Sedan,Đã qua sử dụng,Nhập khẩu,12000,Đồng Nai,Số tự động,Xăng
Mitsubishi Lancer  2008,Mitsubishi,Lancer,15/10/2021,270000000,2008,Sedan,Đã qua sử dụng,Nhập khẩu,280000,Tp.HCM,Số tự động,Xăng
Mitsubishi Lancer   GLX 1.6 MT 2001,Mitsubishi,Lancer,12/10/2021,105000000,2001,Sedan,Đã qua sử dụng,Trong nước,2009,Tp.HCM,Số tay,Xăng
Mitsubishi Lancer   2000,Mitsubishi,Lancer,7/10/2021,115000000,2000,Sedan,Đã qua sử dụng,Trong nước,168218,Khánh Hòa,Số tay,Xăng
Mitsubishi Outlander Sport   2.0 CVT Premium  2014,Mitsubishi,Outlander Sport,4/12/2021,535000000,2014,SUV,Đã qua sử dụng,Nhập khẩu,70000,Hà Nội,Số tự động,Xăng
Mitsubishi Outlander Sport  2016,Mitsubishi,Outlander Sport,1/12/2021,565000000,2016,SUV,Đã qua sử dụng,Nhập khẩu,61000,Quảng Nam,Số tự động,Xăng
Mitsubishi Outlander Sport  2015,Mitsubishi,Outlander Sport,16/11/2021,455000000,2015,SUV,Đã qua sử dụng,Trong nước,68000,Hà Nội,Số tự động,Xăng
Mitsubishi Outlander Sport  2020,Mitsubishi,Outlander Sport,6/11/2021,910000000,2020,SUV,Đã qua sử dụng,Trong nước,7000,Tp.HCM,Số tự động,Xăng
Mitsubishi Outlander Sport   2.0 CVT Premium 2014,Mitsubishi,Outlander Sport,6/10/2021,535000000,2014,SUV,Đã qua sử dụng,Nhập khẩu,78998,Hà Nội,Số tự động,Xăng
Mitsubishi Outlander Sport  2019,Mitsubishi,Outlander Sport,6/10/2021,850000000,2019,SUV,Đã qua sử dụng,Nhập khẩu,16000,Cần Thơ,Số tự động,Xăng
Mitsubishi Outlander Sport     2014,Mitsubishi,Outlander Sport,16/11/2021,500000000,2014,SUV,Đã qua sử dụng,Nhập khẩu,120000,Hải Phòng,Số tự động,Xăng
Mitsubishi Canter Fuso  2021,Mitsubishi,Canter,3/12/2021,689000000,2021,Truck,Mới,Trong nước,0,Thanh Hóa,Số tay,Diesel
Mitsubishi Canter  2019,Mitsubishi,Canter,14/11/2021,475000000,2019,Truck,Đã qua sử dụng,Trong nước,89999,Lâm Đồng,Số tay,Diesel
Mitsubishi Grunder  2008,Mitsubishi,Grunder,3/11/2021,298000000,2008,Sedan,Đã qua sử dụng,Nhập khẩu,68000,Tp.HCM,Số tự động,Xăng
Mitsubishi L300  1999,Mitsubishi,L300,28/11/2021,120000000,1999,Van/Minivan,Đã qua sử dụng,Trong nước,123456,Hà Nội,Số tay,Xăng
Mitsubishi L300  1990,Mitsubishi,L300,11/11/2021,16000000,1990,Van/Minivan,Đã qua sử dụng,Nhập khẩu,750000,Tp.HCM,Số tay,Xăng
Mitsubishi Montero   GLX   2005,Mitsubishi,Montero,5/10/2021,385000000,2005,SUV,Đã qua sử dụng,Nhập khẩu,80000,Hà Nội,Số tay,Xăng
Mitsubishi Galant  1986,Mitsubishi,Galant,5/10/2021,23000000,1986,Sedan,Đã qua sử dụng,Nhập khẩu,247000,Gia Lai,Số tay,Xăng
Mitsubishi L200   GX 1994,Mitsubishi,L200,10/11/2021,52000000,1994,Pick-up Truck,Đã qua sử dụng,Nhập khẩu,245222,Hà Nội,Số tay,Diesel
Nissan Navara  2021,Nissan,Navara,3/12/2021,690000000,2021,Pick-up Truck,Mới,Nhập khẩu,0,Hà Nội,Số tự động,Diesel
Nissan Navara    2018,Nissan,Navara,4/12/2021,518000000,2018,Pick-up Truck,Đã qua sử dụng,Nhập khẩu,40000,Vĩnh Phúc,Số tự động,Diesel
Nissan Navara  2018,Nissan,Navara,4/12/2021,530000000,2018,Pick-up Truck,Đã qua sử dụng,Nhập khẩu,30000,Tp.HCM,Số tự động,Diesel
Nissan Navara  2021,Nissan,Navara,4/12/2021,697000000,2021,Pick-up Truck,Mới,Nhập khẩu,0,Hà Nội,Số tự động,Diesel
Nissan Navara   LE 2.5MT  2013,Nissan,Navara,3/12/2021,340000000,2013,Pick-up Truck,Đã qua sử dụng,Nhập khẩu,125000,Hà Nội,Số tay,Diesel
Nissan Navara  2018,Nissan,Navara,3/12/2021,650000000,2018,Pick-up Truck,Đã qua sử dụng,Nhập khẩu,65000,Tp.HCM,Số tự động,Diesel
Nissan Navara   2013,Nissan,Navara,3/12/2021,319000000,2013,Pick-up Truck,Đã qua sử dụng,Nhập khẩu,11700,Thanh Hóa,Số tay,Diesel
Nissan Navara  2016,Nissan,Navara,12/11/2021,478000000,2016,Pick-up Truck,Đã qua sử dụng,Trong nước,77000,Bình Dương,Số tự động,Xăng
Nissan Navara  2019,Nissan,Navara,3/12/2021,560000000,2019,Pick-up Truck,Đã qua sử dụng,Nhập khẩu,36178,Nghệ An,Số tự động,Diesel
Nissan Navara  2018,Nissan,Navara,4/12/2021,530000000,2018,Pick-up Truck,Đã qua sử dụng,Nhập khẩu,40000,Bình Dương,Số tay,Diesel
Nissan Navara  2018,Nissan,Navara,4/12/2021,645000000,2018,Pick-up Truck,Đã qua sử dụng,Nhập khẩu,26000,Hà Nội,Số tự động,Diesel
Nissan Navara  2021,Nissan,Navara,4/12/2021,748000000,2021,Pick-up Truck,Mới,Nhập khẩu,0,Thanh Hóa,Số tự động,Diesel
Nissan Navara VL 2021,Nissan,Navara,4/12/2021,723000000,2021,Pick-up Truck,Mới,Nhập khẩu,0,Tp.HCM,Số tự động,Diesel
Nissan Navara  2021,Nissan,Navara,4/12/2021,620000000,2021,Pick-up Truck,Mới,Nhập khẩu,0,Thanh Hóa,Số tự động,Xăng
Nissan Navara  2021,Nissan,Navara,4/12/2021,845000000,2021,Pick-up Truck,Mới,Nhập khẩu,0,Tp.HCM,Số tự động,Diesel
Nissan Navara  2021,Nissan,Navara,3/12/2021,748000000,2021,Pick-up Truck,Mới,Nhập khẩu,0,Hải Dương,Số tay,Diesel
Nissan Navara  2021,Nissan,Navara,3/12/2021,748000000,2021,Pick-up Truck,Mới,Nhập khẩu,0,Thái Nguyên,Số tự động,Diesel
Nissan Navara  2021,Nissan,Navara,3/12/2021,748000000,2021,Pick-up Truck,Mới,Nhập khẩu,0,Nghệ An,Số tự động,Xăng
Nissan Navara  2021,Nissan,Navara,3/12/2021,748000000,2021,Pick-up Truck,Mới,Nhập khẩu,0,Nghệ An,Số tự động,Xăng
Nissan Navara  2012,Nissan,Navara,3/12/2021,305000000,2012,Pick-up Truck,Đã qua sử dụng,Trong nước,60000,Phú Thọ,Số tay,Diesel
Nissan Navara  2021,Nissan,Navara,3/12/2021,748000000,2021,Pick-up Truck,Mới,Nhập khẩu,0,Bắc Ninh,Số tự động,Diesel
Nissan Navara  2021,Nissan,Navara,3/12/2021,748000000,2021,Pick-up Truck,Mới,Nhập khẩu,0,Bắc Giang,Số tự động,Diesel
Nissan Navara  2017,Nissan,Navara,3/12/2021,500000000,2017,Pick-up Truck,Đã qua sử dụng,Nhập khẩu,7150,Hà Nội,Số tự động,Diesel
Nissan Navara  2021,Nissan,Navara,3/12/2021,748000000,2021,Pick-up Truck,Mới,Nhập khẩu,0,Tp.HCM,Diesel,
Nissan Navara  2013,Nissan,Navara,9/11/2021,350000000,2013,Pick-up Truck,Đã qua sử dụng,Nhập khẩu,160000,Đồng Nai,Số tay,Diesel
Nissan Navara  2016,Nissan,Navara,4/12/2021,450000000,2016,Pick-up Truck,Đã qua sử dụng,Nhập khẩu,60000,Tp.HCM,Số tự động,Diesel
Nissan Navara  2021,Nissan,Navara,4/12/2021,919000000,2021,Pick-up Truck,Mới,Nhập khẩu,0,Tp.HCM,Số tự động,Diesel
Nissan Navara EL 2020,Nissan,Navara,4/12/2021,605000000,2020,Pick-up Truck,Mới,Nhập khẩu,0,Thái Bình,Số tự động,Diesel
Nissan Navara  2012,Nissan,Navara,4/12/2021,385000000,2012,Pick-up Truck,Đã qua sử dụng,Nhập khẩu,190000,Tp.HCM,Số tự động,Diesel
Nissan Navara  2021,Nissan,Navara,3/12/2021,945000000,2021,Pick-up Truck,Mới,Nhập khẩu,0,Hà Nội,Số tự động,Diesel
Nissan Navara  2021,Nissan,Navara,3/12/2021,709000000,2021,Pick-up Truck,Mới,Nhập khẩu,0,Hà Nội,Số tự động,Diesel
Nissan Navara XLS MT 2.2L 4×2 2016,Nissan,Navara,3/12/2021,500000000,2016,Pick-up Truck,Đã qua sử dụng,Trong nước,35000,Hà Nội,Số tay,Diesel
Nissan Navara  2017,Nissan,Navara,3/12/2021,545000000,2017,Pick-up Truck,Đã qua sử dụng,Nhập khẩu,70000,Hà Nội,Số tự động,Diesel
Nissan Navara EL 2.5L  2017,Nissan,Navara,3/12/2021,505000000,2017,Pick-up Truck,Đã qua sử dụng,Nhập khẩu,50000,Hải Dương,Số tự động,Diesel
Nissan Navara   2018,Nissan,Navara,2/12/2021,525000000,2018,Pick-up Truck,Đã qua sử dụng,Nhập khẩu,57000,Tp.HCM,Số tự động,Diesel
Nissan Navara  2016,Nissan,Navara,2/12/2021,485000000,2016,Pick-up Truck,Đã qua sử dụng,Nhập khẩu,68000,Hà Nội,Số tự động,Diesel
Nissan Navara  2016,Nissan,Navara,2/12/2021,495000000,2016,Pick-up Truck,Đã qua sử dụng,Nhập khẩu,70000,Đắk Lắk,Số tự động,Diesel
Nissan Navara EL Premium R 2018,Nissan,Navara,1/12/2021,499000000,2018,Pick-up Truck,Đã qua sử dụng,Trong nước,55000,Đồng Nai,Số tự động,Diesel
Nissan Navara  EL   2019,Nissan,Navara,30/11/2021,555000000,2019,Pick-up Truck,Đã qua sử dụng,Nhập khẩu,42000,Đồng Nai,Số tự động,Diesel
Nissan Navara   2015,Nissan,Navara,30/11/2021,520000000,2015,Pick-up Truck,Đã qua sử dụng,Nhập khẩu,8668,Thanh Hóa,Số tự động,Diesel
Nissan Navara  2021,Nissan,Navara,29/11/2021,741000000,2021,Pick-up Truck,Mới,Nhập khẩu,0,Nghệ An,Số tự động,Diesel
Nissan Navara   EL Premium 2019,Nissan,Navara,29/11/2021,560000000,2019,Pick-up Truck,Đã qua sử dụng,Nhập khẩu,36178,Nghệ An,Số tự động,Diesel
Nissan Navara  2021,Nissan,Navara,29/11/2021,945000000,2021,Pick-up Truck,Mới,Nhập khẩu,0,Tp.HCM,Số tự động,Diesel
Nissan Navara EL  2016,Nissan,Navara,29/11/2021,500000000,2016,Pick-up Truck,Đã qua sử dụng,Nhập khẩu,75000,Đắk Lắk,Số tự động,Diesel
Nissan Navara   EL  2018,Nissan,Navara,25/11/2021,530000000,2018,Pick-up Truck,Đã qua sử dụng,Trong nước,32000,Hà Nội,Số tự động,Diesel
Nissan Navara   E 2.5MT 2015,Nissan,Navara,25/11/2021,397000000,2015,Pick-up Truck,Đã qua sử dụng,Nhập khẩu,60000,Hà Nội,Số tay,Diesel
Nissan Navara   E 2.5MT  2015,Nissan,Navara,25/11/2021,397000000,2015,Pick-up Truck,Đã qua sử dụng,Nhập khẩu,60000,Hà Nội,Số tay,Diesel
Nissan Navara    2021,Nissan,Navara,24/11/2021,728000000,2021,Pick-up Truck,Đã qua sử dụng,Nhập khẩu,6000,Hà Nội,Số tự động,Diesel
Nissan Navara  2018,Nissan,Navara,23/11/2021,500000000,2018,Pick-up Truck,Đã qua sử dụng,Nhập khẩu,45000,Hà Nội,Số tự động,Diesel
Nissan Navara    2019,Nissan,Navara,22/11/2021,550000000,2019,Pick-up Truck,Đã qua sử dụng,Nhập khẩu,40000,Hà Nội,Số tự động,Diesel
Nissan Navara  EL Premium AT 2017,Nissan,Navara,22/11/2021,490000000,2017,Pick-up Truck,Đã qua sử dụng,Nhập khẩu,50000,Hà Nội,Số tự động,Diesel
Nissan Navara   VE 2.5 AT 2WD   2021,Nissan,Navara,22/11/2021,708000000,2021,Pick-up Truck,Mới,Nhập khẩu,0,Tp.HCM,Số tự động,
Nissan Navara  2021,Nissan,Navara,22/11/2021,699000000,2021,Pick-up Truck,Mới,Nhập khẩu,0,Tp.HCM,Số tự động,Diesel
Nissan Navara   EL  2019,Nissan,Navara,22/11/2021,526000000,2019,Pick-up Truck,Đã qua sử dụng,Nhập khẩu,41000,Hà Nội,Số tự động,Diesel
Nissan Navara   VE 2.5 AT 2WD 2021,Nissan,Navara,20/11/2021,708000000,2021,Pick-up Truck,Mới,Nhập khẩu,0,Tp.HCM,Số tự động,
Nissan Navara   EL Premium  2017,Nissan,Navara,20/11/2021,490000000,2017,Pick-up Truck,Đã qua sử dụng,Nhập khẩu,50000,Hà Nội,Số tự động,Diesel
Nissan Navara  2016,Nissan,Navara,19/11/2021,465000000,2016,Pick-up Truck,Đã qua sử dụng,Nhập khẩu,89000,Bình Dương,Số tự động,Diesel
Nissan Navara   EL Premium R   2019,Nissan,Navara,18/11/2021,545000000,2019,Pick-up Truck,Đã qua sử dụng,Nhập khẩu,50000,Hà Nội,Số tự động,Diesel
Nissan Navara   EL AT 2.5  2016,Nissan,Navara,17/11/2021,485000000,2016,Pick-up Truck,Đã qua sử dụng,Nhập khẩu,35000,Hà Nội,Số tự động,Diesel
Nissan Navara  2018,Nissan,Navara,17/11/2021,499000000,2018,Pick-up Truck,Đã qua sử dụng,Nhập khẩu,113000,Đồng Nai,Số tự động,Diesel
Nissan Navara   2021,Nissan,Navara,16/11/2021,698000000,2021,Pick-up Truck,Mới,Nhập khẩu,0,Gia Lai,Số tự động,
Nissan Navara  2021,Nissan,Navara,16/11/2021,723000000,2021,Pick-up Truck,Mới,Nhập khẩu,0,Tp.HCM,Số tự động,Diesel
Nissan Navara   EL  2017,Nissan,Navara,16/11/2021,485000000,2017,Pick-up Truck,Đã qua sử dụng,Nhập khẩu,60000,Hà Nội,Số tự động,Diesel
Nissan Navara   2.5 El Premium  2017,Nissan,Navara,16/11/2021,495000000,2017,Pick-up Truck,Đã qua sử dụng,Nhập khẩu,70000,Hà Nội,Số tự động,Diesel
Nissan Navara   EL Premium  2017,Nissan,Navara,16/11/2021,495000000,2017,Pick-up Truck,Đã qua sử dụng,Nhập khẩu,70000,Hà Nội,Số tự động,Diesel
Nissan Navara   2016,Nissan,Navara,16/11/2021,485000000,2016,Pick-up Truck,Đã qua sử dụng,Nhập khẩu,51000,Hà Nội,Số tự động,Diesel
Nissan Navara  2018,Nissan,Navara,16/11/2021,530000000,2018,Pick-up Truck,Đã qua sử dụng,Nhập khẩu,60000,Hà Nội,Số tự động,Diesel
Nissan Navara  2013,Nissan,Navara,16/11/2021,330000000,2013,Pick-up Truck,Đã qua sử dụng,Nhập khẩu,88000,Hà Nội,Số tay,Xăng
Nissan Navara   VL 2.5 AT 4WD  2021,Nissan,Navara,15/11/2021,885000000,2021,Pick-up Truck,Mới,Nhập khẩu,0,Hưng Yên,Số tự động,
Nissan Navara  2011,Nissan,Navara,15/11/2021,335000000,2011,Pick-up Truck,Đã qua sử dụng,Nhập khẩu,170000,Tp.HCM,Số tay,Xăng
Nissan Navara  2017,Nissan,Navara,15/11/2021,500000000,2017,Pick-up Truck,Đã qua sử dụng,Nhập khẩu,65363,Tp.HCM,Số tự động,Diesel
Nissan Navara  2018,Nissan,Navara,14/11/2021,505000000,2018,Pick-up Truck,Đã qua sử dụng,Nhập khẩu,45000,Hà Nội,Số tự động,Diesel
Nissan Navara    2014,Nissan,Navara,14/11/2021,350000000,2014,Pick-up Truck,Đã qua sử dụng,Nhập khẩu,102386,Thái Nguyên,Số tay,Diesel
Nissan Navara  2018,Nissan,Navara,14/11/2021,650000000,2018,Pick-up Truck,Đã qua sử dụng,Nhập khẩu,40000,Hà Nội,Số tự động,Diesel
Nissan Navara  2016,Nissan,Navara,13/11/2021,470000000,2016,Pick-up Truck,Đã qua sử dụng,Nhập khẩu,82000,Đồng Nai,Số tự động,Diesel
Nissan Navara  2018,Nissan,Navara,12/11/2021,530000000,2018,Pick-up Truck,Đã qua sử dụng,Nhập khẩu,40000,Vĩnh Phúc,Số tự động,Diesel
Nissan Navara  2018,Nissan,Navara,11/11/2021,535000000,2018,Pick-up Truck,Đã qua sử dụng,Trong nước,39000,Tp.HCM,Số tự động,Diesel
Nissan Navara  EL 2016,Nissan,Navara,11/11/2021,479000000,2016,Pick-up Truck,Đã qua sử dụng,Nhập khẩu,80000,Hà Nội,Số tự động,Diesel
Nissan Navara  2018,Nissan,Navara,11/11/2021,535000000,2018,Pick-up Truck,Đã qua sử dụng,Trong nước,39000,Tp.HCM,Số tự động,Diesel
Nissan Navara   2.5 AT 2WD 2018,Nissan,Navara,10/11/2021,455000000,2018,Pick-up Truck,Đã qua sử dụng,Trong nước,45000,Hà Nội,Số tự động,Diesel
Nissan Navara   2017,Nissan,Navara,10/11/2021,535000000,2017,Pick-up Truck,Đã qua sử dụng,Nhập khẩu,72168,Tp.HCM,Số tự động,Diesel
Nissan Navara  2014,Nissan,Navara,9/11/2021,345000000,2014,Pick-up Truck,Đã qua sử dụng,Nhập khẩu,14000,Nghệ An,Số tay,Diesel
Nissan Navara  2014,Nissan,Navara,9/11/2021,388000000,2014,Pick-up Truck,Đã qua sử dụng,Nhập khẩu,50000,Nghệ An,Số tự động,Diesel
Nissan Navara  2013,Nissan,Navara,9/11/2021,350000000,2013,Pick-up Truck,Đã qua sử dụng,Nhập khẩu,160000,Đồng Nai,Số tay,Diesel
Nissan Navara  2016,Nissan,Navara,8/11/2021,542000000,2016,Pick-up Truck,Đã qua sử dụng,Nhập khẩu,62000,Hà Nội,Số tự động,Diesel
Nissan Navara  2015,Nissan,Navara,8/11/2021,525000000,2015,Pick-up Truck,Đã qua sử dụng,Nhập khẩu,62000,Hà Nội,Số tự động,Diesel
Nissan Navara  2016,Nissan,Navara,8/11/2021,500000000,2016,Pick-up Truck,Đã qua sử dụng,Nhập khẩu,58000,Hà Nội,Số tự động,Diesel
Nissan Navara   2.5 AT VL  2019,Nissan,Navara,6/11/2021,650000000,2019,Pick-up Truck,Đã qua sử dụng,Nhập khẩu,40000,Hà Nội,Số tự động,Diesel
Nissan Navara    2019,Nissan,Navara,6/11/2021,538000000,2019,Pick-up Truck,Đã qua sử dụng,Nhập khẩu,52000,Hà Nội,Số tự động,Diesel
Nissan Navara  2021,Nissan,Navara,6/11/2021,748000000,2021,Pick-up Truck,Mới,Nhập khẩu,0,Tp.HCM,Diesel,
