name,trademark,brand,time_up,price,year_product,style,status,origin,KM,local,box_car,fuel
Honda Brio  2021,Honda,Brio,29/11/2021,450000000,2021,Hatchback,Mới,Trong nước,0,Hà Nội,Số tự động,Xăng
Honda Brio  2019,Honda,Brio,29/11/2021,390000000,2019,Hatchback,Đã qua sử dụng,Nhập khẩu,36000,Tp.HCM,Số tự động,Xăng
Honda Brio  2021,Honda,Brio,29/11/2021,448000000,2021,Hatchback,Mới,Trong nước,0,Thái Bình,Số tự động,Xăng
Honda Brio RS 2021,Honda,Brio,29/11/2021,450000000,2021,Hatchback,Mới,Nhập khẩu,0,Tp.HCM,Số tự động,Xăng
Honda HR-V  2021,Honda,HR-V,30/11/2021,786000000,2021,SUV,Mới,Nhập khẩu,0,Hà Nội,Số tự động,Xăng
Honda HR-V  2021,Honda,HR-V,29/11/2021,786000000,2021,SUV,Mới,Nhập khẩu,0,Hà Nội,Số tự động,Xăng
Honda HR-V  2021,Honda,HR-V,30/11/2021,866000000,2021,SUV,Mới,Nhập khẩu,0,Tp.HCM,Số tự động,Xăng
Honda HR-V  2019,Honda,HR-V,30/11/2021,760000000,2019,SUV,Đã qua sử dụng,Nhập khẩu,7000,Tp.HCM,Số tự động,Xăng
Honda HR-V  2019,Honda,HR-V,30/11/2021,726000000,2019,SUV,Đã qua sử dụng,Nhập khẩu,23000,Tp.HCM,Số tự động,Xăng
Honda HR-V  2021,Honda,HR-V,30/11/2021,786000000,2021,SUV,Mới,Nhập khẩu,0,Đà Nẵng,Số tự động,Xăng
Honda HR-V  2021,Honda,HR-V,30/11/2021,871000000,2021,SUV,Mới,Nhập khẩu,0,Hà Nội,Số tự động,Xăng
Honda HR-V  2021,Honda,HR-V,29/11/2021,866000000,2021,SUV,Mới,Nhập khẩu,0,Tp.HCM,Số tự động,Xăng
Honda HR-V  2021,Honda,HR-V,29/11/2021,786000000,2021,SUV,Mới,Nhập khẩu,0,Cao Bằng,Số tự động,Xăng
Honda HR-V  2021,Honda,HR-V,29/11/2021,786000000,2021,SUV,Mới,Nhập khẩu,0,Hòa Bình,Số tự động,Xăng
Honda HR-V  1.8L 2021,Honda,HR-V,29/11/2021,866000000,2021,SUV,Mới,Nhập khẩu,0,Tp.HCM,Số tự động,Xăng
Honda HR-V  2021,Honda,HR-V,29/11/2021,866000000,2021,SUV,Mới,Nhập khẩu,0,Bình Thuận,Số tự động,Xăng
Honda HR-V  2019,Honda,HR-V,29/11/2021,655000000,2019,SUV,Đã qua sử dụng,Nhập khẩu,50000,Tp.HCM,Số tự động,Xăng
Honda Jazz RS 2018,Honda,Jazz,29/11/2021,450000000,2018,Hatchback,Đã qua sử dụng,Nhập khẩu,33000,Tp.HCM,Số tự động,Xăng
Honda Jazz   2019,Honda,Jazz,29/11/2021,508000000,2019,Hatchback,Đã qua sử dụng,Nhập khẩu,43000,Tp.HCM,Số tự động,Xăng
Honda Jazz RS 2019,Honda,Jazz,29/11/2021,500000000,2019,Hatchback,Đã qua sử dụng,Nhập khẩu,25000,Tp.HCM,Số tự động,Xăng
Honda Jazz   RS  2018,Honda,Jazz,29/11/2021,490000000,2018,Hatchback,Đã qua sử dụng,Nhập khẩu,14000,Bình Dương,Số tự động,Xăng
Honda Jazz     2018,Honda,Jazz,24/11/2021,482000000,2018,Hatchback,Đã qua sử dụng,Nhập khẩu,30000,Tp.HCM,Số tự động,Xăng
Honda Jazz  2018,Honda,Jazz,24/11/2021,482000000,2018,Hatchback,Đã qua sử dụng,Nhập khẩu,30000,Tp.HCM,Số tự động,Xăng
Honda Jazz  2018,Honda,Jazz,22/11/2021,482000000,2018,Hatchback,Đã qua sử dụng,Nhập khẩu,30000,Tp.HCM,Số tự động,Xăng
Honda Jazz  2018,Honda,Jazz,22/11/2021,490000000,2018,Hatchback,Đã qua sử dụng,Nhập khẩu,11800,Gia Lai,Số tự động,Xăng
Honda Jazz  2019,Honda,Jazz,22/11/2021,520000000,2019,Hatchback,Đã qua sử dụng,Nhập khẩu,70000,Tp.HCM,Số tự động,Xăng
Honda Jazz   RS 2018,Honda,Jazz,18/11/2021,495000000,2018,Hatchback,Đã qua sử dụng,Trong nước,16120,Bình Dương,Số tự động,Xăng
Honda Jazz  2019,Honda,Jazz,16/11/2021,490000000,2019,Hatchback,Đã qua sử dụng,Trong nước,48000,Tp.HCM,Số tự động,Xăng
Honda Odyssey   EX-L  2007,Honda,Odyssey,30/11/2021,475000000,2007,Van/Minivan,Đã qua sử dụng,Nhập khẩu,67890,Hải Phòng,Số tự động,Xăng
Honda Odyssey   2.4 AT   2016,Honda,Odyssey,23/11/2021,1005000000,2016,Van/Minivan,Đã qua sử dụng,Nhập khẩu,130000,Bình Thuận  ,Số tự động,Xăng
Honda Odyssey  2001,Honda,Odyssey,25/11/2021,235000000,2001,MPV,Đã qua sử dụng,Nhập khẩu,100000,Tp.HCM,Số tự động,Xăng
Honda Odyssey   2.4 AT  2016,Honda,Odyssey,07/10/2021,1180000000,2016,Van/Minivan,Đã qua sử dụng,Nhập khẩu,36000,Tp.HCM,Số tự động,Xăng
Honda Odyssey   EX-L 2007,Honda,Odyssey,30/11/2021,625000000,2007,Van/Minivan,Đã qua sử dụng,Nhập khẩu,81000,Tp.HCM,Số tự động,Xăng
Honda Odyssey   2.4  2016,Honda,Odyssey,02/11/2021,1230000000,2016,MPV,Đã qua sử dụng,Nhập khẩu,14000,Hà Nội,Số tự động,Xăng
Hyundai Grand i10  2021,Hyundai,Grand i10,30/11/2021,435000000,2021,Hatchback,Mới,Trong nước,0,Tp.HCM,Số tự động,Xăng
Hyundai Grand i10  2017,Hyundai,Grand i10,29/11/2021,330000000,2017,Sedan,Đã qua sử dụng,Trong nước,47000,Bắc Ninh,Số tự động,Xăng
Hyundai Accent  2021,Hyundai,Accent,30/11/2021,426000000,2021,Sedan,Mới,Trong nước,0,Hà Nội,Số tự động,Xăng
Hyundai Accent  2021,Hyundai,Accent,29/11/2021,396000000,2021,Sedan,Mới,Trong nước,0,Bạc Liêu,Số tự động,Xăng
Hyundai Accent  2021,Hyundai,Accent,29/11/2021,398000000,2021,Sedan,Mới,Trong nước,0,Hà Nội,Số tự động,Xăng
Hyundai Accent  2021,Hyundai,Accent,29/11/2021,396000000,2021,Sedan,Mới,Trong nước,0,Hà Nội,Số tự động,Xăng
Hyundai Accent  2021,Hyundai,Accent,29/11/2021,391000000,2021,Sedan,Mới,Trong nước,0,Hà Nội,Số tự động,Xăng
Hyundai Accent  2021,Hyundai,Accent,28/11/2021,398000000,2021,Sedan,Mới,Trong nước,0,Hà Nội,Số tự động,Xăng
Hyundai Accent  2021,Hyundai,Accent,30/11/2021,406000000,2021,Sedan,Mới,Trong nước,0,Thái Nguyên,Số tự động,Xăng
Hyundai Accent  2021,Hyundai,Accent,30/11/2021,443000000,2021,Sedan,Mới,Trong nước,0,Tp.HCM,Số tự động,Loại khác
Hyundai Accent  2021,Hyundai,Accent,30/11/2021,386000000,2021,Sedan,Mới,Trong nước,0,Tp.HCM,Số tự động,Xăng
Hyundai Elantra  2021,Hyundai,Elantra,30/11/2021,530000000,2021,Sedan,Mới,Trong nước,0,Đồng Nai,Số tay,Xăng
Hyundai Elantra  2021,Hyundai,Elantra,30/11/2021,539000000,2021,Sedan,Mới,Trong nước,0,Tp.HCM,Số tự động,Xăng
Hyundai Elantra   1.6 AT  2018,Hyundai,Elantra,22/11/2021,525000000,2018,Sedan,Đã qua sử dụng,Trong nước,50000,Bắc Giang,Số tự động,Xăng
Hyundai Elantra  2017,Hyundai,Elantra,19/11/2021,345000000,2017,Sedan,Đã qua sử dụng,Nhập khẩu,170000,Bình Dương,Số tay,Xăng
Hyundai Elantra  2021,Hyundai,Elantra,17/11/2021,530000000,2021,Sedan,Mới,Trong nước,0,Đồng Nai,Số tay,Xăng
Hyundai Tucson  2021,Hyundai,Tucson,29/11/2021,749000000,2021,SUV,Mới,Trong nước,0,Tp.HCM,Số tự động,Xăng
Hyundai Tucson  2021,Hyundai,Tucson,29/11/2021,820000000,2021,SUV,Mới,Trong nước,0,Hà Nội,Số tự động,Xăng
Hyundai Tucson  2021,Hyundai,Tucson,30/11/2021,755000000,2021,SUV,Mới,Nhập khẩu,0,Tp.HCM,Số tự động,Xăng
Hyundai Tucson  2021,Hyundai,Tucson,29/11/2021,728000000,2021,SUV,Mới,Trong nước,0,Hà Nội,Số tự động,Xăng
Hyundai Tucson  2021,Hyundai,Tucson,29/11/2021,799000000,2021,SUV,Mới,Nhập khẩu,0,Bắc Giang,Số tự động,Xăng
Hyundai Tucson 2015 2015,Hyundai,Tucson,28/11/2021,700000000,2015,CUV,Đã qua sử dụng,Nhập khẩu,55000,Hà Nội,Số tự động,Xăng
Hyundai Tucson  2021,Hyundai,Tucson,30/11/2021,867000000,2021,SUV,Mới,Trong nước,0,Tp.HCM,Số tự động,Xăng
Hyundai Tucson  2021,Hyundai,Tucson,30/11/2021,840000000,2021,SUV,Mới,Trong nước,0,Lai Châu,Số tự động,Xăng
Hyundai Tucson  2019,Hyundai,Tucson,29/11/2021,789000000,2019,SUV,Đã qua sử dụng,Trong nước,21000,Hải Phòng,Số tự động,Xăng
Hyundai Santa Fe  2021,Hyundai,Santa Fe,30/11/2021,1010000000,2021,SUV,Mới,Trong nước,0,Hà Nội,Số tự động,Xăng
Hyundai Santa Fe  2021,Hyundai,Santa Fe,30/11/2021,1010000000,2021,SUV,Mới,Trong nước,0,Hà Nội,Số tự động,Xăng
Hyundai Santa Fe 2021 2021,Hyundai,Santa Fe,29/11/2021,1320000000,2021,SUV,Mới,Nhập khẩu,0,Nam Định,Số tự động,Diesel
Hyundai Santa Fe  2021,Hyundai,Santa Fe,30/11/2021,1030000000,2021,SUV,Mới,Trong nước,0,Tp.HCM,Số tự động,Xăng
Hyundai Santa Fe  2021,Hyundai,Santa Fe,29/11/2021,1009000000,2021,SUV,Mới,Trong nước,0,Hà Nội,Số tự động,Xăng
Hyundai Santa Fe  2021,Hyundai,Santa Fe,28/11/2021,1030000000,2021,SUV,Mới,Trong nước,0,Tp.HCM,Số tự động,Xăng
Hyundai Santa Fe  2021,Hyundai,Santa Fe,28/11/2021,1009000000,2021,SUV,Mới,Trong nước,0,Hà Nội,Số tự động,Xăng
Hyundai Santa Fe  2019,Hyundai,Santa Fe,30/11/2021,925000000,2019,SUV,Đã qua sử dụng,Nhập khẩu,22000,Bà Rịa Vũng Tàu,Số tự động,Xăng
Hyundai Santa Fe  2016,Hyundai,Santa Fe,30/11/2021,710000000,2016,SUV,Đã qua sử dụng,Nhập khẩu,62000,Sóc Trăng,Số tự động,Xăng
Hyundai Kona 2.0AT  2021,Hyundai,Kona,30/11/2021,639000000,2021,SUV,Mới,Trong nước,0,Tp.HCM,Số tự động,Xăng
Hyundai Kona  2021,Hyundai,Kona,30/11/2021,576000000,2021,SUV,Mới,Trong nước,0,Tp.HCM,Số tự động,Xăng
Hyundai Kona  2019,Hyundai,Kona,30/11/2021,635000000,2019,SUV,Đã qua sử dụng,Trong nước,20000,Hà Nội,Số tự động,Xăng
Hyundai Kona  2021,Hyundai,Kona,30/11/2021,576000000,2021,SUV,Mới,Trong nước,0,Tp.HCM,Số tự động,
Hyundai Kona  2018,Hyundai,Kona,30/11/2021,648000000,2018,SUV,Đã qua sử dụng,Trong nước,76000,Tp.HCM,Số tự động,Xăng
Hyundai Kona  2020,Hyundai,Kona,30/11/2021,612000000,2020,SUV,Đã qua sử dụng,Trong nước,13040,Tp.HCM,Số tự động,Xăng
Hyundai Kona  2021,Hyundai,Kona,30/11/2021,629000000,2021,SUV,Mới,Trong nước,0,Hải Phòng,Số tự động,Xăng
Hyundai Getz  2009,Hyundai,Getz,28/11/2021,129000000,2009,Hatchback,Đã qua sử dụng,Trong nước,20000,Hà Nội,Số tay,Xăng
Hyundai Getz  2010,Hyundai,Getz,29/11/2021,175000000,2010,Hatchback,Đã qua sử dụng,Nhập khẩu,130000,Hưng Yên,Số tay,Xăng
Hyundai Avante    2014,Hyundai,Avante,29/11/2021,340000000,2014,Sedan,Đã qua sử dụng,Trong nước,86000,Thanh Hóa,Số tự động,Xăng
Hyundai Avante  2015,Hyundai,Avante,28/11/2021,310000000,2015,Sedan,Đã qua sử dụng,Trong nước,58000,Bình Dương,Số tay,Xăng
Hyundai Avante  2012,Hyundai,Avante,30/11/2021,338000000,2012,Sedan,Đã qua sử dụng,Trong nước,11000,Hà Nội,Số tự động,Xăng
Hyundai Avante  2011,Hyundai,Avante,28/11/2021,265000000,2011,Sedan,Đã qua sử dụng,Trong nước,210000,Bắc Ninh,Số tay,Xăng
Hyundai i20  2010,Hyundai,i20,24/11/2021,270000000,2010,Hatchback,Đã qua sử dụng,Trong nước,80000,Bình Dương,Số tự động,Xăng
Hyundai County Limousine 2021,Hyundai,County,30/11/2021,1440000000,2021,Van/Minivan,Mới,Trong nước,0,Tp.HCM,Số tay,Diesel
Hyundai County    2016,Hyundai,County,30/11/2021,600000000,2016,Van/Minivan,Đã qua sử dụng,Trong nước,13000,Bắc Ninh,Số tay,Diesel
Hyundai County  2017,Hyundai,County,29/11/2021,700000000,2017,Van/Minivan,Đã qua sử dụng,Trong nước,140000,Bắc Ninh,Số tay,Diesel
Hyundai County  2012,Hyundai,County,23/11/2021,295000000,2012,Van/Minivan,Đã qua sử dụng,Trong nước,32000,Bắc Giang,Số tay,Diesel
Hyundai County  2009,Hyundai,County,17/11/2021,265000000,2009,Van/Minivan,Đã qua sử dụng,Nhập khẩu,200000,Hậu Giang,Số tay,Diesel
Hyundai Porter  2005,Hyundai,Porter,30/11/2021,130000000,2005,Truck,Đã qua sử dụng,Trong nước,100000,Hà Nội,Số tay,Diesel
Hyundai Porter  2009,Hyundai,Porter,17/11/2021,165000000,2009,Truck,Đã qua sử dụng,Trong nước,333000,Bình Dương,Số tay,Diesel
Hyundai i30   CW  2009,Hyundai,i3,26/11/2021,270000000,2009,Hatchback,Đã qua sử dụng,Nhập khẩu,150000,Nghệ An,Số tự động,Xăng
Hyundai i30   1.6 AT   2012,Hyundai,i3,25/11/2021,379000000,2012,Hatchback,Đã qua sử dụng,Nhập khẩu,87000,Hà Nội,Số tự động,Xăng
Hyundai Grand Starex  2010,Hyundai,Grand Starex,17/11/2021,415000000,2010,Van/Minivan,Đã qua sử dụng,Nhập khẩu,300000,Bình Dương,Số tay,Diesel
Hyundai Grand Starex  2005,Hyundai,Grand Starex,30/11/2021,158000000,2005,Van/Minivan,Đã qua sử dụng,Nhập khẩu,250000,Tp.HCM,Số tay,Diesel
Hyundai Sonata  2010,Hyundai,Sonata,29/11/2021,380000000,2010,Sedan,Đã qua sử dụng,Nhập khẩu,150000,Tuyên Quang,Số tự động,Xăng
Hyundai Sonata  2009,Hyundai,Sonata,26/11/2021,280000000,2009,Sedan,Đã qua sử dụng,Nhập khẩu,130000,Hà Nội,Số tự động,Xăng
Hyundai Sonata   2.0 AT  2011,Hyundai,Sonata,22/11/2021,445000000,2011,Sedan,Đã qua sử dụng,Nhập khẩu,58000,Hà Nội,Số tự động,Xăng
Hyundai Sonata   MT  2009,Hyundai,Sonata,18/11/2021,280000000,2009,Sedan,Đã qua sử dụng,Nhập khẩu,100000,Hà Nội,Số tay,Xăng
Hyundai Starex  2014,Hyundai,Starex,30/11/2021,500000000,2014,Van/Minivan,Đã qua sử dụng,Trong nước,80000,Đà Nẵng,Số tay,Diesel
Hyundai Starex  2010,Hyundai,Starex,30/11/2021,410000000,2010,Van/Minivan,Đã qua sử dụng,Nhập khẩu,300000,Bình Dương,Số tay,Diesel
Hyundai i20 Active  2016,Hyundai,i20,29/11/2021,455000000,2016,CUV,Đã qua sử dụng,Nhập khẩu,6666,Lào Cai,Số tự động,Xăng
Hyundai i20 Active  2015,Hyundai,i20,30/11/2021,445000000,2015,CUV,Đã qua sử dụng,Nhập khẩu,35000,Đắk Lắk,Số tự động,Xăng
Hyundai i20 Active 1.4 AT  2017,Hyundai,i20,25/11/2021,460000000,2017,CUV,Đã qua sử dụng,Nhập khẩu,260000,Thanh Hóa,Số tự động,Xăng
Hyundai i20 Active  2017,Hyundai,i20,23/11/2021,470000000,2017,CUV,Đã qua sử dụng,Trong nước,30000,Bắc Giang,Số tự động,Xăng
Hyundai i20 Active 1.4 AT  2015,Hyundai,i20,18/11/2021,400000000,2015,CUV,Đã qua sử dụng,Trong nước,70000,Vĩnh Phúc,Số tự động,Xăng
Hyundai i20 Active  2016,Hyundai,i20,18/11/2021,388000000,2016,CUV,Đã qua sử dụng,Nhập khẩu,79066,Thái Nguyên,Số tự động,Xăng
Hyundai Solati     2019,Hyundai,Solati,23/11/2021,765000000,2019,Van/Minivan,Đã qua sử dụng,Trong nước,52000,Tp.HCM,Số tay,Diesel
Hyundai Solati     2019,Hyundai,Solati,23/11/2021,700000000,2019,Van/Minivan,Đã qua sử dụng,Trong nước,55000,Bà Rịa Vũng Tàu,Số tay,Diesel
Hyundai Solati  2020,Hyundai,Solati,17/11/2021,780000000,2020,Van/Minivan,Mới,Trong nước,0,Tp.HCM,Số tay,Diesel
Hyundai Genesis   2.0 AT 2011,Hyundai,Genesis,18/11/2021,475000000,2011,Coupe,Đã qua sử dụng,Nhập khẩu,70500,Tp.HCM,Số tự động,Xăng
Hyundai Genesis   2.0  2011,Hyundai,Genesis,13/11/2021,490000000,2011,Coupe,Đã qua sử dụng,Nhập khẩu,70000,Đắk Lắk,Số tự động,Xăng
Hyundai Genesis     2017,Hyundai,Genesis,12/11/2021,1500000000,2017,Sedan,Đã qua sử dụng,Nhập khẩu,40000,Sơn La,Số tự động,Xăng
Hyundai Genesis  2011,Hyundai,Genesis,12/11/2021,450000000,2011,Coupe,Đã qua sử dụng,Nhập khẩu,76000,Bình Dương,Số tự động,Xăng
Hyundai Verna  2009,Hyundai,Verna,30/11/2021,110000000,2009,Sedan,Đã qua sử dụng,Nhập khẩu,5000,Đắk Lắk,Số tay,Xăng
Hyundai Verna  2008,Hyundai,Verna,19/11/2021,146000000,2008,Sedan,Đã qua sử dụng,Nhập khẩu,250000,Hưng Yên,Số tay,Xăng
Hyundai Verna  2010,Hyundai,Verna,15/11/2021,235000000,2010,Sedan,Đã qua sử dụng,Nhập khẩu,132000,Hà Nội,Số tay,Xăng
Hyundai Mighty  2020,Hyundai,Mighty,30/11/2021,705000000,2020,Special Purpose,Mới,Trong nước,0,Tp.HCM,Số tay,Diesel
Hyundai Mighty EX8 GTS2 2021,Hyundai,GT,29/11/2021,760000000,2021,Truck,Mới,Nhập khẩu,0,Hà Nội,Số tay,Diesel
Hyundai Mighty  EX8 GTL 2021,Hyundai,GT,29/11/2021,710000000,2021,Truck,Mới,Nhập khẩu,0,Hà Nội,Số tay,Diesel
Hyundai Mighty EX8  2021,Hyundai,Mighty,29/11/2021,720000000,2021,Truck,Mới,Trong nước,0,Bình Dương,Số tay,Diesel
Hyundai HD  2020,Hyundai,HD,29/11/2021,2280000000,2020,Special Purpose,Mới,Nhập khẩu,0,Tp.HCM,Số tay,Diesel
Hyundai Veracruz  2009,Hyundai,Veracruz,27/11/2021,440000000,2009,SUV,Đã qua sử dụng,Nhập khẩu,100000,Hà Nội,Số tự động,Xăng
Hyundai Veracruz   3.0 V6  2008,Hyundai,Veracruz,15/11/2021,465000000,2008,SUV,Đã qua sử dụng,Nhập khẩu,57000,Tp.HCM,Số tự động,Diesel
Hyundai Veloster  2011,Hyundai,Veloster,12/11/2021,375000000,2011,Coupe,Đã qua sử dụng,Nhập khẩu,80000,Bình Dương,Số tự động,Xăng
Hyundai Veloster    2011,Hyundai,Veloster,28/11/2021,415000000,2011,Hatchback,Đã qua sử dụng,Nhập khẩu,50000,Quảng Ninh,Số tự động,Xăng
Hyundai Click  2007,Hyundai,Click,18/11/2021,195000000,2007,Hatchback,Đã qua sử dụng,Nhập khẩu,136000,Hà Nội,Số tay,Xăng
Hyundai Eon  2012,Hyundai,Eon,30/11/2021,155000000,2012,Hatchback,Đã qua sử dụng,Nhập khẩu,52000,Đắk Lắk,Số tay,Xăng
Hyundai Eon   2013,Hyundai,Eon,16/11/2021,185000000,2013,Hatchback,Đã qua sử dụng,Nhập khẩu,100000,Cần Thơ,Số tay,Xăng
Hyundai Eon   0.8 MT   2012,Hyundai,Eon,21/10/2021,145000000,2012,Hatchback,Đã qua sử dụng,Nhập khẩu,120000,Tp.HCM,Số tay,Xăng
Hyundai Eon  2013,Hyundai,Eon,21/10/2021,145000000,2013,Hatchback,Đã qua sử dụng,Nhập khẩu,120000,Tp.HCM,Số tay,Xăng
Hyundai Eon  2013,Hyundai,Eon,21/10/2021,145000000,2013,Hatchback,Đã qua sử dụng,Nhập khẩu,120000,Tp.HCM,Số tay,Xăng
Hyundai Eon  2012,Hyundai,Eon,13/10/2021,149000000,2012,Hatchback,Đã qua sử dụng,Nhập khẩu,210789,Đắk Lắk,Số tay,Xăng
Hyundai Libero     2001,Hyundai,Libero,27/10/2021,115000000,2001,Truck,Đã qua sử dụng,Nhập khẩu,150000,Kon Tum,Số tay,Diesel
Hyundai Libero  2001,Hyundai,Libero,12/10/2021,98000000,2001,Truck,Đã qua sử dụng,Nhập khẩu,200000,Đồng Nai,Số tay,Diesel
Hyundai Universe  2016,Hyundai,Universe,07/11/2021,520000000,2016,Van/Minivan,Đã qua sử dụng,Trong nước,70000,Hà Nội,Số tay,Diesel
Hyundai Creta   1.6   2015,Hyundai,Creta,18/10/2021,590000000,2015,SUV,Đã qua sử dụng,Nhập khẩu,60000,Hà Nội,Số tự động,Diesel
Hyundai Creta    2015,Hyundai,Creta,14/11/2021,532000000,2015,SUV,Đã qua sử dụng,Nhập khẩu,40000,Hà Nội,Số tự động,Xăng
Hyundai Creta   1.6 AT GAS  2015,Hyundai,Creta,09/11/2021,515000000,2015,SUV,Đã qua sử dụng,Nhập khẩu,75000,Hà Nội,Số tự động,Xăng
Hyundai Equus  2010,Hyundai,Equus,26/11/2021,1450000000,2010,Sedan,Đã qua sử dụng,Nhập khẩu,60000,Hà Nội,Số tự động,Xăng
Hyundai Galloper   2003,Hyundai,Galloper,29/11/2021,120000000,2003,SUV,Đã qua sử dụng,Nhập khẩu,89689,Hà Nội,Số tay,Diesel
Hyundai XG 300 2004,Hyundai,XG,29/11/2021,168000000,2004,Sedan,Đã qua sử dụng,Trong nước,150000,Hải Dương,Số tự động,Xăng
Hyundai XG   300  2004,Hyundai,XG,12/10/2021,170000000,2004,Sedan,Đã qua sử dụng,Nhập khẩu,165000,Hà Nội,Số tự động,Xăng
Hyundai Tuscani  2006,Hyundai,Tuscani,26/11/2021,380000000,2006,Coupe,Đã qua sử dụng,Nhập khẩu,89000,Tp.HCM,Số tự động,Xăng
Hyundai Tuscani  2008,Hyundai,Tuscani,23/11/2021,395000000,2008,Coupe,Đã qua sử dụng,Nhập khẩu,99000,Tp.HCM,Số tự động,Xăng
Hyundai H 100  2017,Hyundai,H 100,09/11/2021,285000000,2017,Truck,Đã qua sử dụng,Trong nước,80000,Tp.HCM,Số tay,Diesel
Hyundai Staria  2015,Hyundai,Staria,29/11/2021,415000000,2015,Van/Minivan,Đã qua sử dụng,Nhập khẩu,65000,Hà Nội,Số tự động,Xăng
Hyundai Tracomeco   2017,Hyundai,Tracomeco,23/11/2021,790000000,2017,Van/Minivan,Đã qua sử dụng,Trong nước,300000,Hà Nội,Số tay,Diesel
Isuzu D-Max  2021,Isuzu,D-Max,28/11/2021,650000000,2021,Pick-up Truck,Mới,Nhập khẩu,0,Hà Nội,Số tự động,Xăng
Isuzu Hi Lander  2007,Isuzu,Hi Lander,29/11/2021,170000000,2007,SUV,Đã qua sử dụng,Trong nước,100000,Bắc Ninh,Số tự động,Xăng
Isuzu Hi Lander  2005,Isuzu,Hi Lander,30/11/2021,120000000,2005,SUV,Đã qua sử dụng,Trong nước,100000,Tp.HCM,Số tay,Diesel
Isuzu mu-X    2019,Isuzu,mu-X,28/11/2021,658000000,2019,SUV,Đã qua sử dụng,Nhập khẩu,5000,Tp.HCM,Số tay,Diesel
Isuzu F-SERIES   2021,Isuzu,F-SERIES,29/11/2021,1570000000,2021,Special Purpose,Mới,Trong nước,0,Tp.HCM,Số tay,Diesel
Isuzu Trooper  2003,Isuzu,Trooper,24/11/2021,99000000,2003,SUV,Đã qua sử dụng,Nhập khẩu,30000,Hưng Yên,Số tay,Xăng
Isuzu Trooper   1997,Isuzu,Trooper,23/11/2021,90000000,1997,SUV,Đã qua sử dụng,Nhập khẩu,101000,Tp.HCM,Số tay,Xăng
Isuzu Trooper    2007,Isuzu,Trooper,23/11/2021,76000000,2007,SUV,Đã qua sử dụng,Trong nước,159000,Tp.HCM,Số tay,Xăng
Isuzu Trooper   2001,Isuzu,Trooper,19/10/2021,95000000,2001,SUV,Đã qua sử dụng,Nhập khẩu,100000,Tp.HCM,Số tay,Xăng
